game_date,start_time_utc,away_team,home_team,away_score,home_score,winner,away_implied_win_prob,home_implied_win_prob
2026-05-08,2026-05-08 23:10:00+00:00,Tampa Bay Rays,Boston Red Sox,0,2,Boston Red Sox,0.46,0.54
2026-05-08,2026-05-08 23:10:00+00:00,Washington Nationals,Miami Marlins,3,2,Washington Nationals,0.44,0.56
2026-05-08,2026-05-08 23:15:00+00:00,Minnesota Twins,Cleveland Guardians,4,6,Cleveland Guardians,0.43,0.57
2026-05-08,2026-05-08 23:40:00+00:00,Detroit Tigers,Kansas City Royals,3,4,Kansas City Royals,0.44,0.56
2026-05-08,2026-05-08 23:40:00+00:00,Seattle Mariners,Chicago White Sox,12,8,Seattle Mariners,0.56,0.44
2026-05-08,2026-05-08 23:40:00+00:00,New York Yankees,Milwaukee Brewers,0,6,Milwaukee Brewers,0.54,0.46
2026-05-09,2026-05-09 00:05:00+00:00,Chicago Cubs,Texas Rangers,7,1,Chicago Cubs,0.56,0.44
2026-05-09,2026-05-09 01:45:00+00:00,St. Louis Cardinals,San Diego Padres,6,0,St. Louis Cardinals,0.43,0.57
2026-05-09,2026-05-09 02:10:00+00:00,Atlanta Braves,Los Angeles Dodgers,1,3,Los Angeles Dodgers,0.42,0.58
2026-05-09,2026-05-09 02:15:00+00:00,Pittsburgh Pirates,San Francisco Giants,2,5,San Francisco Giants,0.49,0.51
2026-05-09,2026-05-09 19:07:00+00:00,Los Angeles Angels,Toronto Blue Jays,1,14,Toronto Blue Jays,0.38,0.62
2026-05-09,2026-05-09 20:10:00+00:00,Houston Astros,Cincinnati Reds,1,3,Cincinnati Reds,0.41,0.59
2026-05-09,2026-05-09 20:10:00+00:00,Washington Nationals,Miami Marlins,7,8,Miami Marlins,0.41,0.59
2026-05-09,2026-05-09 22:05:00+00:00,Colorado Rockies,Philadelphia Phillies,3,9,Philadelphia Phillies,0.38,0.62
2026-05-09,2026-05-09 22:10:00+00:00,Minnesota Twins,Cleveland Guardians,2,1,Minnesota Twins,0.48,0.52
2026-05-09,2026-05-09 23:05:00+00:00,Chicago Cubs,Texas Rangers,0,6,Texas Rangers,0.56,0.44
2026-05-09,2026-05-09 23:10:00+00:00,Detroit Tigers,Kansas City Royals,1,5,Kansas City Royals,0.45,0.55
2026-05-09,2026-05-09 23:10:00+00:00,Seattle Mariners,Chicago White Sox,1,6,Chicago White Sox,0.55,0.45
2026-05-09,2026-05-09 23:10:00+00:00,New York Yankees,Milwaukee Brewers,3,4,Milwaukee Brewers,0.56,0.44
2026-05-09,2026-05-09 23:15:00+00:00,St. Louis Cardinals,San Diego Padres,2,4,San Diego Padres,0.45,0.55
2026-05-10,2026-05-10 01:05:00+00:00,Pittsburgh Pirates,San Francisco Giants,13,3,Pittsburgh Pirates,0.5,0.5
2026-05-10,2026-05-10 01:10:00+00:00,Atlanta Braves,Los Angeles Dodgers,7,2,Atlanta Braves,0.47,0.53
2026-05-10,2026-05-10 16:15:00+00:00,Washington Nationals,Miami Marlins,2,5,Miami Marlins,0.45,0.55
2026-05-10,2026-05-10 17:35:00+00:00,Tampa Bay Rays,Boston Red Sox,4,1,Tampa Bay Rays,0.44,0.56
2026-05-10,2026-05-10 17:35:00+00:00,Colorado Rockies,Philadelphia Phillies,0,6,Philadelphia Phillies,0.27,0.73
2026-05-10,2026-05-10 17:37:00+00:00,Los Angeles Angels,Toronto Blue Jays,6,1,Los Angeles Angels,0.5,0.5
2026-05-10,2026-05-10 17:40:00+00:00,Houston Astros,Cincinnati Reds,0,5,Cincinnati Reds,0.49,0.51
2026-05-10,2026-05-10 17:40:00+00:00,Minnesota Twins,Cleveland Guardians,5,4,Minnesota Twins,0.41,0.59
2026-05-10,2026-05-10 18:10:00+00:00,Seattle Mariners,Chicago White Sox,1,2,Chicago White Sox,0.56,0.44
2026-05-10,2026-05-10 18:10:00+00:00,New York Yankees,Milwaukee Brewers,3,4,Milwaukee Brewers,0.49,0.51
2026-05-10,2026-05-10 18:35:00+00:00,Chicago Cubs,Texas Rangers,0,3,Texas Rangers,0.48,0.52
2026-05-10,2026-05-10 20:05:00+00:00,Pittsburgh Pirates,San Francisco Giants,6,7,San Francisco Giants,0.47,0.53
2026-05-10,2026-05-10 20:10:00+00:00,St. Louis Cardinals,San Diego Padres,2,3,San Diego Padres,0.46,0.54
2026-05-10,2026-05-10 20:10:00+00:00,Atlanta Braves,Los Angeles Dodgers,7,2,Atlanta Braves,0.45,0.55
2026-05-10,2026-05-10 23:20:00+00:00,Detroit Tigers,Kansas City Royals,6,3,Detroit Tigers,0.47,0.53
2026-05-11,2026-05-11 22:10:00+00:00,Los Angeles Angels,Cleveland Guardians,2,7,Cleveland Guardians,0.4,0.6
2026-05-11,2026-05-11 22:35:00+00:00,New York Yankees,Baltimore Orioles,2,3,Baltimore Orioles,0.59,0.41
2026-05-11,2026-05-11 23:07:00+00:00,Tampa Bay Rays,Toronto Blue Jays,8,5,Tampa Bay Rays,0.48,0.52
2026-05-12,2026-05-12 00:10:00+00:00,Seattle Mariners,Houston Astros,3,1,Seattle Mariners,0.59,0.41
2026-05-12,2026-05-12 02:10:00+00:00,San Francisco Giants,Los Angeles Dodgers,9,3,San Francisco Giants,0.29,0.71
2026-05-12,2026-05-12 22:10:00+00:00,Los Angeles Angels,Cleveland Guardians,2,3,Cleveland Guardians,0.45,0.55
2026-05-12,2026-05-12 22:35:00+00:00,New York Yankees,Baltimore Orioles,6,2,New York Yankees,0.57,0.43
2026-05-12,2026-05-12 22:40:00+00:00,Washington Nationals,Cincinnati Reds,10,4,Washington Nationals,0.44,0.56
2026-05-12,2026-05-12 22:40:00+00:00,Colorado Rockies,Pittsburgh Pirates,1,3,Pittsburgh Pirates,0.29,0.71
2026-05-12,2026-05-12 22:45:00+00:00,Philadelphia Phillies,Boston Red Sox,2,1,Philadelphia Phillies,0.57,0.43
2026-05-12,2026-05-12 23:07:00+00:00,Tampa Bay Rays,Toronto Blue Jays,7,6,Tampa Bay Rays,0.53,0.47
2026-05-12,2026-05-12 23:10:00+00:00,Detroit Tigers,New York Mets,2,10,New York Mets,0.44,0.56
2026-05-12,2026-05-12 23:15:00+00:00,Chicago Cubs,Atlanta Braves,2,5,Atlanta Braves,0.48,0.52
2026-05-12,2026-05-12 23:40:00+00:00,Kansas City Royals,Chicago White Sox,5,6,Chicago White Sox,0.53,0.47
2026-05-12,2026-05-12 23:40:00+00:00,Miami Marlins,Minnesota Twins,0,3,Minnesota Twins,0.5,0.5
2026-05-12,2026-05-12 23:40:00+00:00,San Diego Padres,Milwaukee Brewers,4,6,Milwaukee Brewers,0.44,0.56
2026-05-13,2026-05-13 00:10:00+00:00,Seattle Mariners,Houston Astros,10,2,Seattle Mariners,0.52,0.48
2026-05-13,2026-05-13 02:10:00+00:00,San Francisco Giants,Los Angeles Dodgers,6,2,San Francisco Giants,0.31,0.69
2026-05-13,2026-05-13 17:05:00+00:00,New York Yankees,Baltimore Orioles,0,7,Baltimore Orioles,0.61,0.39
2026-05-13,2026-05-13 17:10:00+00:00,Los Angeles Angels,Cleveland Guardians,2,4,Cleveland Guardians,0.41,0.59
2026-05-13,2026-05-13 22:40:00+00:00,Washington Nationals,Cincinnati Reds,8,7,Washington Nationals,0.39,0.61
2026-05-13,2026-05-13 22:40:00+00:00,Colorado Rockies,Pittsburgh Pirates,10,4,Colorado Rockies,0.38,0.62
2026-05-13,2026-05-13 22:45:00+00:00,Philadelphia Phillies,Boston Red Sox,1,3,Boston Red Sox,0.45,0.55
2026-05-13,2026-05-13 23:07:00+00:00,Tampa Bay Rays,Toronto Blue Jays,3,5,Toronto Blue Jays,0.43,0.57
2026-05-13,2026-05-13 23:10:00+00:00,Detroit Tigers,New York Mets,2,3,New York Mets,0.48,0.52
2026-05-13,2026-05-13 23:15:00+00:00,Chicago Cubs,Atlanta Braves,1,4,Atlanta Braves,0.56,0.44
2026-05-13,2026-05-13 23:40:00+00:00,Kansas City Royals,Chicago White Sox,5,6,Chicago White Sox,0.51,0.49
2026-05-13,2026-05-13 23:40:00+00:00,Miami Marlins,Minnesota Twins,9,5,Miami Marlins,0.55,0.45
2026-05-13,2026-05-13 23:40:00+00:00,San Diego Padres,Milwaukee Brewers,3,1,San Diego Padres,0.42,0.58
2026-05-14,2026-05-14 00:10:00+00:00,Seattle Mariners,Houston Astros,3,4,Houston Astros,0.54,0.46
2026-05-14,2026-05-14 02:10:00+00:00,San Francisco Giants,Los Angeles Dodgers,0,4,Los Angeles Dodgers,0.39,0.61
2026-05-14,2026-05-14 16:35:00+00:00,Colorado Rockies,Pittsburgh Pirates,2,7,Pittsburgh Pirates,0.39,0.61
2026-05-14,2026-05-14 16:40:00+00:00,Washington Nationals,Cincinnati Reds,1,15,Cincinnati Reds,0.42,0.58
2026-05-14,2026-05-14 17:10:00+00:00,Detroit Tigers,New York Mets,4,9,New York Mets,0.41,0.59
2026-05-14,2026-05-14 17:40:00+00:00,Miami Marlins,Minnesota Twins,1,9,Minnesota Twins,0.48,0.52
2026-05-14,2026-05-14 17:40:00+00:00,San Diego Padres,Milwaukee Brewers,1,7,Milwaukee Brewers,0.43,0.57
2026-05-14,2026-05-14 18:10:00+00:00,Seattle Mariners,Houston Astros,8,3,Seattle Mariners,0.52,0.48
2026-05-14,2026-05-14 22:45:00+00:00,Philadelphia Phillies,Boston Red Sox,3,1,Philadelphia Phillies,0.5,0.5
2026-05-14,2026-05-14 23:15:00+00:00,Chicago Cubs,Atlanta Braves,2,0,Chicago Cubs,0.36,0.64
2026-05-14,2026-05-14 23:40:00+00:00,Kansas City Royals,Chicago White Sox,2,6,Chicago White Sox,0.56,0.44
2026-05-15,2026-05-15 22:40:00+00:00,Philadelphia Phillies,Pittsburgh Pirates,11,9,Philadelphia Phillies,0.46,0.54
2026-05-15,2026-05-15 22:45:00+00:00,Baltimore Orioles,Washington Nationals,2,3,Washington Nationals,0.56,0.44
2026-05-15,2026-05-15 22:45:00+00:00,Toronto Blue Jays,Detroit Tigers,2,3,Detroit Tigers,0.54,0.46
2026-05-15,2026-05-15 23:10:00+00:00,Cincinnati Reds,Cleveland Guardians,7,6,Cincinnati Reds,0.45,0.55
2026-05-15,2026-05-15 23:10:00+00:00,Miami Marlins,Tampa Bay Rays,2,7,Tampa Bay Rays,0.47,0.53
2026-05-15,2026-05-15 23:10:00+00:00,Milwaukee Brewers,Minnesota Twins,3,2,Milwaukee Brewers,0.51,0.49
2026-05-15,2026-05-15 23:15:00+00:00,Boston Red Sox,Atlanta Braves,2,3,Atlanta Braves,0.42,0.58
2026-05-15,2026-05-15 23:15:00+00:00,New York Yankees,New York Mets,5,2,New York Yankees,0.58,0.42
2026-05-15,2026-05-15 23:40:00+00:00,Chicago Cubs,Chicago White Sox,10,5,Chicago Cubs,0.55,0.45
2026-05-16,2026-05-16 00:10:00+00:00,Texas Rangers,Houston Astros,0,2,Houston Astros,0.58,0.42
2026-05-16,2026-05-16 00:15:00+00:00,Kansas City Royals,St. Louis Cardinals,4,5,St. Louis Cardinals,0.49,0.51
2026-05-16,2026-05-16 01:38:00+00:00,Los Angeles Dodgers,Los Angeles Angels,6,0,Los Angeles Dodgers,0.56,0.44
2026-05-16,2026-05-16 17:10:00+00:00,Toronto Blue Jays,Detroit Tigers,2,1,Toronto Blue Jays,0.49,0.51
2026-05-16,2026-05-16 18:15:00+00:00,Kansas City Royals,St. Louis Cardinals,2,4,St. Louis Cardinals,0.49,0.51
2026-05-16,2026-05-16 20:05:00+00:00,Baltimore Orioles,Washington Nationals,3,13,Washington Nationals,0.5,0.5
2026-05-16,2026-05-16 20:05:00+00:00,Philadelphia Phillies,Pittsburgh Pirates,6,0,Philadelphia Phillies,0.61,0.39
2026-05-16,2026-05-16 20:10:00+00:00,Miami Marlins,Tampa Bay Rays,10,5,Miami Marlins,0.44,0.56
2026-05-16,2026-05-16 22:10:00+00:00,Cincinnati Reds,Cleveland Guardians,4,7,Cleveland Guardians,0.42,0.58
2026-05-16,2026-05-16 23:10:00+00:00,Texas Rangers,Houston Astros,1,4,Houston Astros,0.58,0.42
2026-05-16,2026-05-16 23:10:00+00:00,Chicago Cubs,Chicago White Sox,3,8,Chicago White Sox,0.5,0.5
2026-05-16,2026-05-16 23:10:00+00:00,Milwaukee Brewers,Minnesota Twins,2,1,Milwaukee Brewers,0.56,0.44
2026-05-16,2026-05-16 23:15:00+00:00,San Diego Padres,Seattle Mariners,7,4,San Diego Padres,0.4,0.6
2026-05-16,2026-05-16 23:15:00+00:00,Boston Red Sox,Atlanta Braves,3,2,Boston Red Sox,0.48,0.52
2026-05-16,2026-05-16 23:15:00+00:00,New York Yankees,New York Mets,3,6,New York Mets,0.53,0.47
2026-05-17,2026-05-17 01:38:00+00:00,Los Angeles Dodgers,Los Angeles Angels,15,2,Los Angeles Dodgers,0.58,0.42
2026-05-17,2026-05-17 16:15:00+00:00,Miami Marlins,Tampa Bay Rays,3,6,Tampa Bay Rays,0.41,0.59
2026-05-17,2026-05-17 17:35:00+00:00,Baltimore Orioles,Washington Nationals,7,3,Baltimore Orioles,0.54,0.46
2026-05-17,2026-05-17 17:35:00+00:00,Philadelphia Phillies,Pittsburgh Pirates,6,0,Philadelphia Phillies,0.47,0.53
2026-05-17,2026-05-17 17:35:00+00:00,Boston Red Sox,Atlanta Braves,1,8,Atlanta Braves,0.42,0.58
2026-05-17,2026-05-17 17:40:00+00:00,Cincinnati Reds,Cleveland Guardians,3,10,Cleveland Guardians,0.42,0.58
2026-05-17,2026-05-17 17:40:00+00:00,Toronto Blue Jays,Detroit Tigers,4,1,Toronto Blue Jays,0.55,0.45
2026-05-17,2026-05-17 17:40:00+00:00,New York Yankees,New York Mets,6,7,New York Mets,0.49,0.51
2026-05-17,2026-05-17 18:10:00+00:00,Texas Rangers,Houston Astros,8,0,Texas Rangers,0.54,0.46
2026-05-17,2026-05-17 18:10:00+00:00,Chicago Cubs,Chicago White Sox,8,9,Chicago White Sox,0.56,0.44
2026-05-17,2026-05-17 18:10:00+00:00,Milwaukee Brewers,Minnesota Twins,4,5,Minnesota Twins,0.56,0.44
2026-05-17,2026-05-17 18:15:00+00:00,Kansas City Royals,St. Louis Cardinals,2,0,Kansas City Royals,0.48,0.52
2026-05-17,2026-05-17 20:07:00+00:00,Los Angeles Dodgers,Los Angeles Angels,10,1,Los Angeles Dodgers,0.58,0.42
2026-05-17,2026-05-17 23:20:00+00:00,San Diego Padres,Seattle Mariners,8,3,San Diego Padres,0.41,0.59
2026-05-18,2026-05-18 22:40:00+00:00,Cleveland Guardians,Detroit Tigers,8,2,Cleveland Guardians,0.43,0.57
2026-05-18,2026-05-18 22:40:00+00:00,Baltimore Orioles,Tampa Bay Rays,6,16,Tampa Bay Rays,0.43,0.57
2026-05-18,2026-05-18 22:40:00+00:00,Cincinnati Reds,Philadelphia Phillies,4,5,Philadelphia Phillies,0.48,0.52
2026-05-18,2026-05-18 22:40:00+00:00,Atlanta Braves,Miami Marlins,0,12,Miami Marlins,0.5,0.5
2026-05-18,2026-05-18 22:45:00+00:00,New York Mets,Washington Nationals,16,7,New York Mets,0.54,0.46
2026-05-18,2026-05-18 23:05:00+00:00,Toronto Blue Jays,New York Yankees,6,7,New York Yankees,0.4,0.6
2026-05-18,2026-05-18 23:10:00+00:00,Boston Red Sox,Kansas City Royals,3,1,Boston Red Sox,0.51,0.49
2026-05-18,2026-05-18 23:40:00+00:00,Houston Astros,Minnesota Twins,3,6,Minnesota Twins,0.49,0.51
2026-05-18,2026-05-18 23:40:00+00:00,Milwaukee Brewers,Chicago Cubs,9,3,Milwaukee Brewers,0.41,0.59
2026-05-19,2026-05-19 00:40:00+00:00,Texas Rangers,Colorado Rockies,6,7,Colorado Rockies,0.57,0.43
2026-05-19,2026-05-19 01:40:00+00:00,Los Angeles Dodgers,San Diego Padres,0,1,San Diego Padres,0.59,0.41
2026-05-19,2026-05-19 01:40:00+00:00,Chicago White Sox,Seattle Mariners,1,6,Seattle Mariners,0.41,0.59
2026-05-19,2026-05-19 20:10:00+00:00,Atlanta Braves,Miami Marlins,8,4,Atlanta Braves,0.57,0.43
2026-05-19,2026-05-19 22:40:00+00:00,Cleveland Guardians,Detroit Tigers,4,3,Cleveland Guardians,0.6,0.4
2026-05-19,2026-05-19 22:40:00+00:00,Baltimore Orioles,Tampa Bay Rays,1,4,Tampa Bay Rays,0.49,0.51
2026-05-19,2026-05-19 22:40:00+00:00,Cincinnati Reds,Philadelphia Phillies,4,1,Cincinnati Reds,0.44,0.56
2026-05-19,2026-05-19 22:45:00+00:00,New York Mets,Washington Nationals,6,9,Washington Nationals,0.56,0.44
2026-05-19,2026-05-19 23:05:00+00:00,Toronto Blue Jays,New York Yankees,4,5,New York Yankees,0.46,0.54
2026-05-19,2026-05-19 23:40:00+00:00,Boston Red Sox,Kansas City Royals,7,1,Boston Red Sox,0.55,0.45
2026-05-19,2026-05-19 23:40:00+00:00,Houston Astros,Minnesota Twins,2,1,Houston Astros,0.44,0.56
2026-05-19,2026-05-19 23:40:00+00:00,Milwaukee Brewers,Chicago Cubs,5,2,Milwaukee Brewers,0.52,0.48
2026-05-19,2026-05-19 23:45:00+00:00,Pittsburgh Pirates,St. Louis Cardinals,6,9,St. Louis Cardinals,0.49,0.51
2026-05-20,2026-05-20 00:40:00+00:00,Texas Rangers,Colorado Rockies,10,0,Texas Rangers,0.54,0.46
2026-05-20,2026-05-20 01:40:00+00:00,Los Angeles Dodgers,San Diego Padres,5,4,Los Angeles Dodgers,0.62,0.38
2026-05-20,2026-05-20 01:40:00+00:00,Chicago White Sox,Seattle Mariners,2,1,Chicago White Sox,0.43,0.57
2026-05-20,2026-05-20 17:05:00+00:00,Cincinnati Reds,Philadelphia Phillies,9,4,Cincinnati Reds,0.43,0.57
2026-05-20,2026-05-20 17:10:00+00:00,Baltimore Orioles,Tampa Bay Rays,3,5,Tampa Bay Rays,0.48,0.52
2026-05-20,2026-05-20 17:40:00+00:00,Houston Astros,Minnesota Twins,1,4,Minnesota Twins,0.43,0.57
2026-05-20,2026-05-20 19:10:00+00:00,Texas Rangers,Colorado Rockies,5,4,Texas Rangers,0.55,0.45
2026-05-20,2026-05-20 20:10:00+00:00,Chicago White Sox,Seattle Mariners,4,5,Seattle Mariners,0.44,0.56
2026-05-20,2026-05-20 22:40:00+00:00,Cleveland Guardians,Detroit Tigers,3,2,Cleveland Guardians,0.53,0.47
2026-05-20,2026-05-20 22:40:00+00:00,Atlanta Braves,Miami Marlins,9,1,Atlanta Braves,0.64,0.36
2026-05-20,2026-05-20 22:45:00+00:00,New York Mets,Washington Nationals,4,8,Washington Nationals,0.54,0.46
2026-05-20,2026-05-20 23:05:00+00:00,Toronto Blue Jays,New York Yankees,2,1,Toronto Blue Jays,0.39,0.61
2026-05-20,2026-05-20 23:40:00+00:00,Boston Red Sox,Kansas City Royals,4,3,Boston Red Sox,0.48,0.52
2026-05-20,2026-05-20 23:40:00+00:00,Milwaukee Brewers,Chicago Cubs,5,0,Milwaukee Brewers,0.49,0.51
2026-05-20,2026-05-20 23:45:00+00:00,Pittsburgh Pirates,St. Louis Cardinals,7,0,Pittsburgh Pirates,0.48,0.52
2026-05-21,2026-05-21 17:10:00+00:00,Cleveland Guardians,Detroit Tigers,3,1,Cleveland Guardians,0.49,0.51
2026-05-21,2026-05-21 17:15:00+00:00,Pittsburgh Pirates,St. Louis Cardinals,6,2,Pittsburgh Pirates,0.54,0.46
2026-05-21,2026-05-21 20:05:00+00:00,New York Mets,Washington Nationals,2,1,New York Mets,0.51,0.49
2026-05-21,2026-05-21 22:40:00+00:00,Atlanta Braves,Miami Marlins,9,3,Atlanta Braves,0.57,0.43
2026-05-21,2026-05-21 23:05:00+00:00,Toronto Blue Jays,New York Yankees,2,0,Toronto Blue Jays,0.44,0.56
2026-05-22,2026-05-22 18:20:00+00:00,Houston Astros,Chicago Cubs,4,2,Houston Astros,0.44,0.56
2026-05-22,2026-05-22 22:40:00+00:00,Cleveland Guardians,Philadelphia Phillies,1,0,Cleveland Guardians,0.39,0.61
2026-05-22,2026-05-22 23:05:00+00:00,Tampa Bay Rays,New York Yankees,4,2,Tampa Bay Rays,0.43,0.57
2026-05-22,2026-05-22 23:07:00+00:00,Pittsburgh Pirates,Toronto Blue Jays,2,6,Toronto Blue Jays,0.41,0.59
2026-05-22,2026-05-22 23:10:00+00:00,Minnesota Twins,Boston Red Sox,8,6,Minnesota Twins,0.43,0.57
2026-05-22,2026-05-22 23:10:00+00:00,New York Mets,Miami Marlins,1,2,Miami Marlins,0.49,0.51
2026-05-22,2026-05-22 23:15:00+00:00,Detroit Tigers,Baltimore Orioles,4,7,Baltimore Orioles,0.46,0.54
2026-05-22,2026-05-22 23:15:00+00:00,Washington Nationals,Atlanta Braves,4,5,Atlanta Braves,0.36,0.64
2026-05-22,2026-05-22 23:40:00+00:00,Seattle Mariners,Kansas City Royals,2,0,Seattle Mariners,0.52,0.48
2026-05-22,2026-05-22 23:40:00+00:00,Los Angeles Dodgers,Milwaukee Brewers,1,5,Milwaukee Brewers,0.5,0.5
2026-05-23,2026-05-23 01:38:00+00:00,Texas Rangers,Los Angeles Angels,6,9,Los Angeles Angels,0.56,0.44
2026-05-23,2026-05-23 02:15:00+00:00,Chicago White Sox,San Francisco Giants,9,4,Chicago White Sox,0.48,0.52
2026-05-23,2026-05-23 17:10:00+00:00,St. Louis Cardinals,Cincinnati Reds,8,1,St. Louis Cardinals,0.51,0.49
2026-05-23,2026-05-23 23:15:00+00:00,St. Louis Cardinals,Cincinnati Reds,6,7,Cincinnati Reds,0.51,0.49
2026-05-23,2026-05-23 18:20:00+00:00,Houston Astros,Chicago Cubs,3,0,Houston Astros,0.42,0.58
2026-05-23,2026-05-23 19:07:00+00:00,Pittsburgh Pirates,Toronto Blue Jays,2,5,Toronto Blue Jays,0.59,0.41
2026-05-23,2026-05-23 20:05:00+00:00,Cleveland Guardians,Philadelphia Phillies,0,3,Philadelphia Phillies,0.39,0.61
2026-05-23,2026-05-23 20:05:00+00:00,Chicago White Sox,San Francisco Giants,3,10,San Francisco Giants,0.49,0.51
2026-05-23,2026-05-23 20:10:00+00:00,Seattle Mariners,Kansas City Royals,0,5,Kansas City Royals,0.54,0.46
2026-05-23,2026-05-23 20:10:00+00:00,Minnesota Twins,Boston Red Sox,4,2,Minnesota Twins,0.47,0.53
2026-05-23,2026-05-23 20:10:00+00:00,Washington Nationals,Atlanta Braves,2,0,Washington Nationals,0.4,0.6
2026-05-23,2026-05-23 20:10:00+00:00,New York Mets,Miami Marlins,1,4,Miami Marlins,0.49,0.51
2026-05-23,2026-05-23 23:15:00+00:00,Los Angeles Dodgers,Milwaukee Brewers,11,3,Los Angeles Dodgers,0.52,0.48
2026-05-24,2026-05-24 02:05:00+00:00,Texas Rangers,Los Angeles Angels,2,5,Los Angeles Angels,0.52,0.48
2026-05-24,2026-05-24 16:15:00+00:00,Pittsburgh Pirates,Toronto Blue Jays,4,1,Pittsburgh Pirates,0.39,0.61
2026-05-24,2026-05-24 16:35:00+00:00,Detroit Tigers,Baltimore Orioles,3,5,Baltimore Orioles,0.46,0.54
2026-05-24,2026-05-24 22:05:00+00:00,Detroit Tigers,Baltimore Orioles,4,1,Detroit Tigers,0.01,0.99
2026-05-24,2026-05-24 17:35:00+00:00,Minnesota Twins,Boston Red Sox,6,5,Minnesota Twins,0.42,0.58
2026-05-24,2026-05-24 17:35:00+00:00,Cleveland Guardians,Philadelphia Phillies,3,1,Cleveland Guardians,0.52,0.48
2026-05-24,2026-05-24 17:35:00+00:00,Tampa Bay Rays,New York Yankees,0,2,New York Yankees,0.45,0.55
2026-05-24,2026-05-24 17:40:00+00:00,New York Mets,Miami Marlins,0,4,Miami Marlins,0.47,0.53
2026-05-24,2026-05-24 18:10:00+00:00,Seattle Mariners,Kansas City Royals,6,8,Kansas City Royals,0.54,0.46
2026-05-24,2026-05-24 18:10:00+00:00,Los Angeles Dodgers,Milwaukee Brewers,5,1,Los Angeles Dodgers,0.59,0.41
2026-05-24,2026-05-24 18:20:00+00:00,Houston Astros,Chicago Cubs,8,5,Houston Astros,0.39,0.61
2026-05-24,2026-05-24 20:05:00+00:00,Chicago White Sox,San Francisco Giants,5,8,San Francisco Giants,0.47,0.53
2026-05-24,2026-05-24 20:10:00+00:00,Washington Nationals,Atlanta Braves,2,1,Washington Nationals,0.41,0.59
2026-05-24,2026-05-24 23:20:00+00:00,Texas Rangers,Los Angeles Angels,1,2,Los Angeles Angels,0.48,0.52
2026-05-25,2026-05-25 17:35:00+00:00,Chicago Cubs,Pittsburgh Pirates,1,2,Pittsburgh Pirates,0.54,0.46
2026-05-25,2026-05-25 17:35:00+00:00,Tampa Bay Rays,Baltimore Orioles,7,9,Baltimore Orioles,0.53,0.47
2026-05-25,2026-05-25 18:10:00+00:00,Minnesota Twins,Chicago White Sox,1,3,Chicago White Sox,0.5,0.5
2026-05-25,2026-05-25 18:10:00+00:00,St. Louis Cardinals,Milwaukee Brewers,1,5,Milwaukee Brewers,0.34,0.66
2026-05-25,2026-05-25 19:40:00+00:00,New York Yankees,Kansas City Royals,4,3,New York Yankees,0.55,0.45
2026-05-25,2026-05-25 20:10:00+00:00,Cincinnati Reds,New York Mets,7,2,Cincinnati Reds,0.45,0.55
2026-05-25,2026-05-25 22:10:00+00:00,Washington Nationals,Cleveland Guardians,10,2,Washington Nationals,0.39,0.61
2026-05-25,2026-05-25 22:40:00+00:00,Philadelphia Phillies,San Diego Padres,3,0,Philadelphia Phillies,0.53,0.47
2026-05-25,2026-05-25 23:05:00+00:00,Houston Astros,Texas Rangers,9,0,Houston Astros,0.47,0.53
2026-05-25,2026-05-25 23:07:00+00:00,Miami Marlins,Toronto Blue Jays,8,2,Miami Marlins,0.42,0.58
2026-05-26,2026-05-26 01:10:00+00:00,Colorado Rockies,Los Angeles Dodgers,3,5,Los Angeles Dodgers,0.32,0.68
2026-05-26,2026-05-26 22:10:00+00:00,Washington Nationals,Cleveland Guardians,6,3,Washington Nationals,0.46,0.54
2026-05-26,2026-05-26 22:35:00+00:00,Tampa Bay Rays,Baltimore Orioles,1,6,Baltimore Orioles,0.52,0.48
2026-05-26,2026-05-26 22:40:00+00:00,Los Angeles Angels,Detroit Tigers,10,6,Los Angeles Angels,0.45,0.55
2026-05-26,2026-05-26 22:40:00+00:00,Chicago Cubs,Pittsburgh Pirates,1,12,Pittsburgh Pirates,0.45,0.55
2026-05-26,2026-05-26 22:45:00+00:00,Atlanta Braves,Boston Red Sox,7,6,Atlanta Braves,0.5,0.5
2026-05-26,2026-05-26 23:07:00+00:00,Miami Marlins,Toronto Blue Jays,1,8,Toronto Blue Jays,0.46,0.54
2026-05-26,2026-05-26 23:10:00+00:00,Cincinnati Reds,New York Mets,7,2,Cincinnati Reds,0.54,0.46
2026-05-26,2026-05-26 23:40:00+00:00,Minnesota Twins,Chicago White Sox,5,3,Minnesota Twins,0.52,0.48
2026-05-26,2026-05-26 23:40:00+00:00,New York Yankees,Kansas City Royals,15,1,New York Yankees,0.65,0.35
2026-05-26,2026-05-26 23:40:00+00:00,St. Louis Cardinals,Milwaukee Brewers,0,6,Milwaukee Brewers,0.35,0.65
2026-05-27,2026-05-27 00:05:00+00:00,Houston Astros,Texas Rangers,7,10,Texas Rangers,0.41,0.59
2026-05-27,2026-05-27 01:40:00+00:00,Philadelphia Phillies,San Diego Padres,4,3,Philadelphia Phillies,0.57,0.43
2026-05-27,2026-05-27 02:10:00+00:00,Colorado Rockies,Los Angeles Dodgers,6,15,Los Angeles Dodgers,0.23,0.77
2026-05-27,2026-05-27 17:07:00+00:00,Miami Marlins,Toronto Blue Jays,1,2,Toronto Blue Jays,0.42,0.58
